device,length_um,corner,vgs_v,vds_v,ids_a,gm_s,gds_s,cgg_f,gm_id_per_v,gm_gds,ft_hz,vth_v,overdrive_v
nmos,0.26u,mos_fs,1.0700,0.6000,2.926024e-03,5.656288e-03,1.350540e-03,3.273050e-14,1.933097,4.188168,2.750420e+10,0.2239,0.8461
nmos,0.26u,mos_fs,1.0900,0.6000,3.039021e-03,5.640337e-03,1.447156e-03,3.287950e-14,1.855972,3.897532,2.730235e+10,0.2239,0.8661
nmos,0.26u,mos_fs,1.1100,0.6000,3.151637e-03,5.618377e-03,1.547493e-03,3.302460e-14,1.782685,3.630632,2.707656e+10,0.2239,0.8861
nmos,0.26u,mos_fs,1.1300,0.6000,3.263756e-03,5.590822e-03,1.651423e-03,3.316600e-14,1.713002,3.385457,2.682889e+10,0.2239,0.9061
nmos,0.26u,mos_fs,1.1500,0.6000,3.375270e-03,5.560572e-03,1.758808e-03,3.330360e-14,1.647445,3.161557,2.657348e+10,0.2239,0.9261
nmos,0.26u,mos_sf,0.0500,0.6000,3.925431e-09,9.562805e-08,3.895825e-09,1.440360e-14,24.361159,24.546290,1.056658e+06,0.2763,-0.2263
nmos,0.26u,mos_sf,0.0700,0.6000,7.264659e-09,2.382947e-07,7.276982e-09,1.440010e-14,32.801911,32.746364,2.633716e+06,0.2763,-0.2063
nmos,0.26u,mos_sf,0.0900,0.6000,1.345722e-08,4.421056e-07,1.360268e-08,1.439840e-14,32.852669,32.501360,4.886883e+06,0.2763,-0.1863
nmos,0.26u,mos_sf,0.1100,0.6000,2.494888e-08,8.206356e-07,2.544086e-08,1.439920e-14,32.892683,32.256598,9.070519e+06,0.2763,-0.1663
nmos,0.26u,mos_sf,0.1300,0.6000,4.628265e-08,1.523403e-06,4.759437e-08,1.440380e-14,32.915207,32.008051,1.683286e+07,0.2763,-0.1463
nmos,0.26u,mos_sf,0.1500,0.6000,8.588500e-08,2.826255e-06,8.902369e-08,1.441520e-14,32.907434,31.747224,3.120404e+07,0.2763,-0.1263
nmos,0.26u,mos_sf,0.1700,0.6000,1.593329e-07,5.233441e-06,1.663595e-07,1.443830e-14,32.845953,31.458624,5.768879e+07,0.2763,-0.1063
nmos,0.26u,mos_sf,0.1900,0.6000,2.952226e-07,9.650613e-06,3.101575e-07,1.448230e-14,32.689276,31.115201,1.060565e+08,0.2763,-0.0863
nmos,0.26u,mos_sf,0.2100,0.6000,5.453574e-07,1.765183e-05,5.754934e-07,1.456350e-14,32.367453,30.672515,1.929053e+08,0.2763,-0.0663
nmos,0.26u,mos_sf,0.2300,0.6000,1.001296e-06,3.181420e-05,1.058177e-06,1.470920e-14,31.773022,30.065103,3.442327e+08,0.2763,-0.0463
nmos,0.26u,mos_sf,0.2500,0.6000,1.817926e-06,5.593220e-05,1.914450e-06,1.496190e-14,30.767039,29.215806,5.949703e+08,0.2763,-0.0263
nmos,0.26u,mos_sf,0.2700,0.6000,3.238584e-06,9.465127e-05,3.371367e-06,1.537860e-14,29.226128,28.075042,9.795571e+08,0.2763,-0.0063
nmos,0.26u,mos_sf,0.2900,0.6000,5.603976e-06,1.520714e-04,5.697987e-06,1.601480e-14,27.136340,26.688618,1.511284e+09,0.2763,0.0137
nmos,0.26u,mos_sf,0.3100,0.6000,9.321438e-06,2.299013e-04,9.111217e-06,1.689080e-14,24.663716,25.232776,2.166264e+09,0.2763,0.0337
nmos,0.26u,mos_sf,0.3300,0.6000,1.480003e-05,3.270496e-04,1.365829e-05,1.795930e-14,22.097901,23.945135,2.898307e+09,0.2763,0.0537
nmos,0.26u,mos_sf,0.3500,0.6000,2.240342e-05,4.413708e-04,1.919165e-05,1.911570e-14,19.701046,22.998064,3.674798e+09,0.2763,0.0737
nmos,0.26u,mos_sf,0.3700,0.6000,3.245486e-05,5.714753e-04,2.547351e-05,2.024840e-14,17.608312,22.434101,4.491867e+09,0.2763,0.0937
nmos,0.26u,mos_sf,0.3900,0.6000,4.526243e-05,7.167973e-04,3.230077e-05,2.128240e-14,15.836474,22.191338,5.360384e+09,0.2763,0.1137
nmos,0.26u,mos_sf,0.4100,0.6000,6.112675e-05,8.767118e-04,3.955625e-05,2.218740e-14,14.342523,22.163673,6.288840e+09,0.2763,0.1337
nmos,0.26u,mos_sf,0.4300,0.6000,8.033091e-05,1.050018e-03,4.719742e-05,2.296440e-14,13.071158,22.247360,7.277157e+09,0.2763,0.1537
nmos,0.26u,mos_sf,0.4500,0.6000,1.031275e-04,1.234979e-03,5.522739e-05,2.362900e-14,11.975264,22.361712,8.318296e+09,0.2763,0.1737
nmos,0.26u,mos_sf,0.4700,0.6000,1.297301e-04,1.429553e-03,6.367225e-05,2.420110e-14,11.019440,22.451743,9.401243e+09,0.2763,0.1937
nmos,0.26u,mos_sf,0.4900,0.6000,1.603096e-04,1.631596e-03,7.256830e-05,2.470000e-14,10.177781,22.483591,1.051322e+10,0.2763,0.2137
nmos,0.26u,mos_sf,0.5100,0.6000,1.949939e-04,1.838985e-03,8.195640e-05,2.514170e-14,9.430987,22.438577,1.164136e+10,0.2763,0.2337
nmos,0.26u,mos_sf,0.5300,0.6000,2.338690e-04,2.049682e-03,9.188033e-05,2.553950e-14,8.764231,22.308170,1.277304e+10,0.2763,0.2537
nmos,0.26u,mos_sf,0.5500,0.6000,2.769812e-04,2.261770e-03,1.023873e-04,2.590350e-14,8.165789,22.090337,1.389665e+10,0.2763,0.2737
nmos,0.26u,mos_sf,0.5700,0.6000,3.243398e-04,2.473466e-03,1.135296e-04,2.624140e-14,7.626156,21.786970,1.500165e+10,0.2763,0.2937
nmos,0.26u,mos_sf,0.5900,0.6000,3.759198e-04,2.683138e-03,1.253666e-04,2.655890e-14,7.137528,21.402335,1.607878e+10,0.2763,0.3137
nmos,0.26u,mos_sf,0.6100,0.6000,4.316653e-04,2.889305e-03,1.379672e-04,2.686020e-14,6.693392,20.941970,1.712002e+10,0.2763,0.3337
nmos,0.26u,mos_sf,0.6300,0.6000,4.914920e-04,3.090638e-03,1.514122e-04,2.714840e-14,6.288277,20.412080,1.811857e+10,0.2763,0.3537
nmos,0.26u,mos_sf,0.6500,0.6000,5.552908e-04,3.285966e-03,1.657957e-04,2.742550e-14,5.917559,19.819368,1.906903e+10,0.2763,0.3737
nmos,0.26u,mos_sf,0.6700,0.6000,6.229307e-04,3.474272e-03,1.812264e-04,2.769300e-14,5.577301,19.170893,1.996705e+10,0.2763,0.3937
nmos,0.26u,mos_sf,0.6900,0.6000,6.942617e-04,3.654690e-03,1.978270e-04,2.795180e-14,5.264139,18.474172,2.080946e+10,0.2763,0.4137
nmos,0.26u,mos_sf,0.7100,0.6000,7.691182e-04,3.826502e-03,2.157336e-04,2.820260e-14,4.975181,17.737163,2.159399e+10,0.2763,0.4337
nmos,0.26u,mos_sf,0.7300,0.6000,8.473218e-04,3.989138e-03,2.350929e-04,2.844590e-14,4.707937,16.968347,2.231925e+10,0.2763,0.4537
nmos,0.26u,mos_sf,0.7500,0.6000,9.286838e-04,4.142162e-03,2.560599e-04,2.868180e-14,4.460250,16.176535,2.298480e+10,0.2763,0.4737
nmos,0.26u,mos_sf,0.7700,0.6000,1.013008e-03,4.285269e-03,2.787939e-04,2.891070e-14,4.230242,15.370742,2.359063e+10,0.2763,0.4937
nmos,0.26u,mos_sf,0.7900,0.6000,1.100095e-03,4.418272e-03,3.034557e-04,2.913270e-14,4.016264,14.559858,2.413748e+10,0.2763,0.5137
nmos,0.26u,mos_sf,0.8100,0.6000,1.189739e-03,4.541093e-03,3.302036e-04,2.934790e-14,3.816882,13.752403,2.462655e+10,0.2763,0.5337
nmos,0.26u,mos_sf,0.8300,0.6000,1.281738e-03,4.653749e-03,3.591904e-04,2.955660e-14,3.630811,12.956218,2.505928e+10,0.2763,0.5537
nmos,0.26u,mos_sf,0.8500,0.6000,1.375889e-03,4.756340e-03,3.905606e-04,2.975890e-14,3.456921,12.178238,2.543760e+10,0.2763,0.5737
nmos,0.26u,mos_sf,0.8700,0.6000,1.471992e-03,4.849036e-03,4.244485e-04,2.995500e-14,3.294200,11.424321,2.576358e+10,0.2763,0.5937
nmos,0.26u,mos_sf,0.8900,0.6000,1.569851e-03,4.932066e-03,4.609758e-04,3.014500e-14,3.141741,10.699186,2.603956e+10,0.2763,0.6137
nmos,0.26u,mos_sf,0.9100,0.6000,1.669275e-03,5.005709e-03,5.002509e-04,3.032920e-14,2.998732,10.006397,2.626786e+10,0.2763,0.6337
nmos,0.26u,mos_sf,0.9300,0.6000,1.770079e-03,5.070276e-03,5.423676e-04,3.050770e-14,2.864435,9.348412,2.645101e+10,0.2763,0.6537
nmos,0.26u,mos_sf,0.9500,0.6000,1.872086e-03,5.126110e-03,5.874051e-04,3.068070e-14,2.738181,8.726703,2.659150e+10,0.2763,0.6737
nmos,0.26u,mos_sf,0.9700,0.6000,1.975123e-03,5.173572e-03,6.354272e-04,3.084840e-14,2.619367,8.141880,2.669181e+10,0.2763,0.6937
nmos,0.26u,mos_sf,0.9900,0.6000,2.079028e-03,5.213038e-03,6.864831e-04,3.101110e-14,2.507440,7.593833,2.675432e+10,0.2763,0.7137
nmos,0.26u,mos_sf,1.0100,0.6000,2.183645e-03,5.244888e-03,7.406072e-04,3.116890e-14,2.401896,7.081876,2.678150e+10,0.2763,0.7337
nmos,0.26u,mos_sf,1.0300,0.6000,2.288824e-03,5.269508e-03,7.978199e-04,3.132200e-14,2.302278,6.604884,2.677569e+10,0.2763,0.7537
nmos,0.26u,mos_sf,1.0500,0.6000,2.394425e-03,5.287280e-03,8.581282e-04,3.147060e-14,2.208163,6.161410,2.673914e+10,0.2763,0.7737
nmos,0.26u,mos_sf,1.0700,0.6000,2.500315e-03,5.298582e-03,9.215263e-04,3.161480e-14,2.119166,5.749789,2.667407e+10,0.2763,0.7937
nmos,0.26u,mos_sf,1.0900,0.6000,2.606368e-03,5.303786e-03,9.879965e-04,3.175490e-14,2.034934,5.368223,2.658247e+10,0.2763,0.8137
nmos,0.26u,mos_sf,1.1100,0.6000,2.712467e-03,5.303252e-03,1.057510e-03,3.189100e-14,1.955140,5.014848,2.646636e+10,0.2763,0.8337
nmos,0.26u,mos_sf,1.1300,0.6000,2.818498e-03,5.297331e-03,1.130027e-03,3.202320e-14,1.879487,4.687792,2.632768e+10,0.2763,0.8537
nmos,0.26u,mos_sf,1.1500,0.6000,2.924360e-03,5.288804e-03,1.205500e-03,3.215170e-14,1.808534,4.387229,2.618024e+10,0.2763,0.8737
nmos,0.26u,mos_ss,0.0500,0.6000,1.449281e-09,3.551320e-08,1.443532e-09,1.424680e-14,24.504013,24.601602,3.967278e+05,0.3035,-0.2535
nmos,0.26u,mos_ss,0.0700,0.6000,2.714036e-09,9.096227e-08,2.728277e-09,1.424190e-14,33.515499,33.340555,1.016514e+06,0.3035,-0.2335
nmos,0.26u,mos_ss,0.0900,0.6000,5.087772e-09,1.708154e-07,5.161012e-09,1.423820e-14,33.573714,33.097269,1.909379e+06,0.3035,-0.2135
nmos,0.26u,mos_ss,0.1100,0.6000,9.546650e-09,3.210131e-07,9.770062e-09,1.423580e-14,33.625733,32.856813,3.588897e+06,0.3035,-0.1935
nmos,0.26u,mos_ss,0.1300,0.6000,1.792830e-08,6.036253e-07,1.850582e-08,1.423540e-14,33.668853,32.618133,6.748665e+06,0.3035,-0.1735
nmos,0.26u,mos_ss,0.1500,0.6000,3.369166e-08,1.135324e-06,3.506505e-08,1.423820e-14,33.697479,32.377652,1.269068e+07,0.3035,-0.1535
nmos,0.26u,mos_ss,0.1700,0.6000,6.334125e-08,2.134648e-06,6.644187e-08,1.424620e-14,33.700756,32.128054,2.384775e+07,0.3035,-0.1335
nmos,0.26u,mos_ss,0.1900,0.6000,1.190776e-07,4.007991e-06,1.258160e-07,1.426370e-14,33.658648,31.855972,4.472133e+07,0.3035,-0.1135
nmos,0.26u,mos_ss,0.2100,0.6000,2.236609e-07,7.500388e-06,2.378250e-07,1.429820e-14,33.534641,31.537425,8.348770e+07,0.3035,-0.0935
nmos,0.26u,mos_ss,0.2300,0.6000,4.190931e-07,1.394124e-05,4.478144e-07,1.436330e-14,33.265258,31.131737,1.544782e+08,0.3035,-0.0735
nmos,0.26u,mos_ss,0.2500,0.6000,7.813103e-07,2.558636e-05,8.368287e-07,1.448290e-14,32.748013,30.575385,2.811727e+08,0.3035,-0.0535
nmos,0.26u,mos_ss,0.2700,0.6000,1.442548e-06,4.593055e-05,1.542041e-06,1.469580e-14,31.839876,29.785557,4.974261e+08,0.3035,-0.0335
nmos,0.26u,mos_ss,0.2900,0.6000,2.618532e-06,7.958354e-05,2.773759e-06,1.505740e-14,30.392426,28.691584,8.411886e+08,0.3035,-0.0135
nmos,0.26u,mos_ss,0.3100,0.6000,4.625889e-06,1.311221e-04,4.802132e-06,1.562940e-14,28.345276,27.304976,1.335223e+09,0.3035,0.0065
nmos,0.26u,mos_ss,0.3300,0.6000,7.863418e-06,2.030839e-04,7.877603e-06,1.644760e-14,25.826415,25.779910,1.965138e+09,0.3035,0.0265
nmos,0.26u,mos_ss,0.3500,0.6000,1.274925e-05,2.949118e-04,1.210182e-05,1.748280e-14,23.131698,24.369211,2.684734e+09,0.3035,0.0465
nmos,0.26u,mos_ss,0.3700,0.6000,1.965989e-05,4.043464e-04,1.736417e-05,1.863620e-14,20.567073,23.286250,3.453157e+09,0.3035,0.0665
nmos,0.26u,mos_ss,0.3900,0.6000,2.892310e-05,5.296283e-04,2.342581e-05,1.978750e-14,18.311602,22.608751,4.259910e+09,0.3035,0.0865
nmos,0.26u,mos_ss,0.4100,0.6000,4.084502e-05,6.700217e-04,3.006040e-05,2.084860e-14,16.404000,22.289181,5.114841e+09,0.3035,0.1065
nmos,0.26u,mos_ss,0.4300,0.6000,5.572397e-05,8.249338e-04,3.712744e-05,2.178000e-14,14.803931,22.218979,6.028113e+09,0.3035,0.1265
nmos,0.26u,mos_ss,0.4500,0.6000,7.384237e-05,9.932181e-04,4.456887e-05,2.257880e-14,13.450518,22.285019,7.001062e+09,0.3035,0.1465
nmos,0.26u,mos_ss,0.4700,0.6000,9.545269e-05,1.173126e-03,5.237856e-05,2.326020e-14,12.290130,22.397065,8.026965e+09,0.3035,0.1665
nmos,0.26u,mos_ss,0.4900,0.6000,1.207674e-04,1.362549e-03,6.057601e-05,2.384530e-14,11.282424,22.493211,9.094304e+09,0.3035,0.1865
nmos,0.26u,mos_ss,0.5100,0.6000,1.499546e-04,1.559244e-03,6.919115e-05,2.435430e-14,10.398107,22.535310,1.018963e+10,0.3035,0.2065
nmos,0.26u,mos_ss,0.5300,0.6000,1.831372e-04,1.760985e-03,7.825716e-05,2.480460e-14,9.615660,22.502542,1.129909e+10,0.3035,0.2265
nmos,0.26u,mos_ss,0.5500,0.6000,2.203940e-04,1.965643e-03,8.780805e-05,2.521020e-14,8.918768,22.385681,1.240933e+10,0.3035,0.2465
nmos,0.26u,mos_ss,0.5700,0.6000,2.617629e-04,2.171228e-03,9.787855e-05,2.558160e-14,8.294636,22.182879,1.350821e+10,0.3035,0.2665
nmos,0.26u,mos_ss,0.5900,0.6000,3.072432e-04,2.375915e-03,1.085055e-04,2.592680e-14,7.733011,21.896724,1.458485e+10,0.3035,0.2865
nmos,0.26u,mos_ss,0.6100,0.6000,3.567995e-04,2.578056e-03,1.197297e-04,2.625160e-14,7.225503,21.532302,1.562992e+10,0.3035,0.3065
nmos,0.26u,mos_ss,0.6300,0.6000,4.103654e-04,2.776183e-03,1.315987e-04,2.656010e-14,6.765149,21.095824,1.663560e+10,0.3035,0.3265
nmos,0.26u,mos_ss,0.6500,0.6000,4.678468e-04,2.969010e-03,1.441694e-04,2.685510e-14,6.346116,20.593899,1.759564e+10,0.3035,0.3465
nmos,0.26u,mos_ss,0.6700,0.6000,5.291258e-04,3.155430e-03,1.575096e-04,2.713850e-14,5.963478,20.033255,1.850516e+10,0.3035,0.3665
nmos,0.26u,mos_ss,0.6900,0.6000,5.940640e-04,3.334509e-03,1.717003e-04,2.741160e-14,5.613047,19.420519,1.936055e+10,0.3035,0.3865
nmos,0.26u,mos_ss,0.7100,0.6000,6.625062e-04,3.505481e-03,1.868354e-04,2.767510e-14,5.291243,18.762403,2.015944e+10,0.3035,0.4065
nmos,0.26u,mos_ss,0.7300,0.6000,7.342833e-04,3.667737e-03,2.030213e-04,2.792960e-14,4.994989,18.065774,2.090035e+10,0.3035,0.4265
nmos,0.26u,mos_ss,0.7500,0.6000,8.092157e-04,3.820820e-03,2.203750e-04,2.817530e-14,4.721634,17.337811,2.158282e+10,0.3035,0.4465
nmos,0.26u,mos_ss,0.7700,0.6000,8.871160e-04,3.964407e-03,2.390215e-04,2.841260e-14,4.468871,16.585985,2.220687e+10,0.3035,0.4665
nmos,0.26u,mos_ss,0.7900,0.6000,9.677920e-04,4.098307e-03,2.590910e-04,2.864150e-14,4.234698,15.818021,2.277345e+10,0.3035,0.4865
nmos,0.26u,mos_ss,0.8100,0.6000,1.051048e-03,4.222440e-03,2.807153e-04,2.886240e-14,4.017362,15.041717,2.328366e+10,0.3035,0.5065
nmos,0.26u,mos_ss,0.8300,0.6000,1.136690e-03,4.336824e-03,3.040254e-04,2.907550e-14,3.815309,14.264677,2.373913e+10,0.3035,0.5265
nmos,0.26u,mos_ss,0.8500,0.6000,1.224521e-03,4.441564e-03,3.291481e-04,2.928090e-14,3.627185,13.494120,2.414191e+10,0.3035,0.5465
nmos,0.26u,mos_ss,0.8700,0.6000,1.314352e-03,4.536836e-03,3.562042e-04,2.947890e-14,3.451766,12.736616,2.449413e+10,0.3035,0.5665
nmos,0.26u,mos_ss,0.8900,0.6000,1.405995e-03,4.622875e-03,3.853068e-04,2.966980e-14,3.287974,11.997907,2.479806e+10,0.3035,0.5865
nmos,0.26u,mos_ss,0.9100,0.6000,1.499267e-03,4.699959e-03,4.165592e-04,2.985390e-14,3.134838,11.282812,2.505608e+10,0.3035,0.6065
nmos,0.26u,mos_ss,0.9300,0.6000,1.593993e-03,4.768404e-03,4.500546e-04,3.003150e-14,2.991484,10.595168,2.527063e+10,0.3035,0.6265
nmos,0.26u,mos_ss,0.9500,0.6000,1.690003e-03,4.828547e-03,4.858754e-04,3.020280e-14,2.857123,9.937830,2.544423e+10,0.3035,0.6465
nmos,0.26u,mos_ss,0.9700,0.6000,1.787135e-03,4.880745e-03,5.240925e-04,3.036820e-14,2.731044,9.312755,2.557921e+10,0.3035,0.6665
nmos,0.26u,mos_ss,0.9900,0.6000,1.885233e-03,4.925365e-03,5.647657e-04,3.052790e-14,2.612603,8.721077,2.567803e+10,0.3035,0.6865
nmos,0.26u,mos_ss,1.0100,0.6000,1.984150e-03,4.962775e-03,6.079434e-04,3.068230e-14,2.501210,8.163219,2.574286e+10,0.3035,0.7065
nmos,0.26u,mos_ss,1.0300,0.6000,2.083744e-03,4.993346e-03,6.536631e-04,3.083160e-14,2.396334,7.639021,2.577601e+10,0.3035,0.7265
nmos,0.26u,mos_ss,1.0500,0.6000,2.183883e-03,5.017442e-03,7.019517e-04,3.097600e-14,2.297487,7.147845,2.577966e+10,0.3035,0.7465
nmos,0.26u,mos_ss,1.0700,0.6000,2.284442e-03,5.035421e-03,7.528261e-04,3.111580e-14,2.204224,6.688691,2.575579e+10,0.3035,0.7665
nmos,0.26u,mos_ss,1.0900,0.6000,2.385300e-03,5.047633e-03,8.062934e-04,3.125120e-14,2.116142,6.260293,2.570640e+10,0.3035,0.7865
nmos,0.26u,mos_ss,1.1100,0.6000,2.486347e-03,5.054416e-03,8.623515e-04,3.138240e-14,2.032868,5.861202,2.563333e+10,0.3035,0.8065
nmos,0.26u,mos_ss,1.1300,0.6000,2.587477e-03,5.056095e-03,9.209899e-04,3.150970e-14,1.954064,5.489848,2.553825e+10,0.3035,0.8265
nmos,0.26u,mos_ss,1.1500,0.6000,2.688591e-03,5.055302e-03,9.821900e-04,3.163310e-14,1.880279,5.146970,2.543463e+10,0.3035,0.8465
nmos,0.26u,mos_tt,0.0500,0.6000,1.025168e-08,2.481677e-07,1.013510e-08,1.456570e-14,24.207515,24.485965,2.711652e+06,0.2489,-0.1989
nmos,0.26u,mos_tt,0.0700,0.6000,1.875620e-08,6.022844e-07,1.871545e-08,1.456470e-14,32.111217,32.181134,6.581429e+06,0.2489,-0.1789
nmos,0.26u,mos_tt,0.0900,0.6000,3.434305e-08,1.104045e-06,3.457729e-08,1.456690e-14,32.147552,31.929772,1.206257e+07,0.2489,-0.1589
nmos,0.26u,mos_tt,0.1100,0.6000,6.291799e-08,2.023625e-06,6.389294e-08,1.457390e-14,32.162900,31.672122,2.209909e+07,0.2489,-0.1389
nmos,0.26u,mos_tt,0.1300,0.6000,1.152881e-07,3.705618e-06,1.180190e-07,1.458930e-14,32.142242,31.398487,4.042466e+07,0.2489,-0.1189
nmos,0.26u,mos_tt,0.1500,0.6000,2.111427e-07,6.768950e-06,2.177130e-07,1.461930e-14,32.058650,31.091161,7.369107e+07,0.2489,-0.0989
nmos,0.26u,mos_tt,0.1700,0.6000,3.860461e-07,1.230154e-05,4.004407e-07,1.467480e-14,31.865469,30.720004,1.334158e+08,0.2489,-0.0789
nmos,0.26u,mos_tt,0.1900,0.6000,7.032045e-07,2.214181e-05,7.322644e-07,1.477480e-14,31.487014,30.237452,2.385128e+08,0.2489,-0.0589
nmos,0.26u,mos_tt,0.2100,0.6000,1.271719e-06,3.918532e-05,1.324823e-06,1.495030e-14,30.812876,29.577778,4.171513e+08,0.2489,-0.0389
nmos,0.26u,mos_tt,0.2300,0.6000,2.270617e-06,6.746637e-05,2.352977e-06,1.524710e-14,29.712792,28.672771,7.042393e+08,0.2489,-0.0189
nmos,0.26u,mos_tt,0.2500,0.6000,3.970373e-06,1.115385e-04,4.056423e-06,1.572170e-14,28.092701,27.496763,1.129134e+09,0.2489,0.0011
nmos,0.26u,mos_tt,0.2700,0.6000,6.732159e-06,1.749179e-04,6.694989e-06,1.642140e-14,25.982437,26.126690,1.695291e+09,0.2489,0.0211
nmos,0.26u,mos_tt,0.2900,0.6000,1.096709e-05,2.585406e-04,1.044562e-05,1.734970e-14,23.574221,24.751101,2.371684e+09,0.2489,0.0411
nmos,0.26u,mos_tt,0.3100,0.6000,1.707378e-05,3.609641e-04,1.530449e-05,1.844430e-14,21.141429,23.585503,3.114741e+09,0.2489,0.0611
nmos,0.26u,mos_tt,0.3300,0.6000,2.540565e-05,4.802527e-04,2.109756e-05,1.959870e-14,18.903382,22.763424,3.899983e+09,0.2489,0.0811
nmos,0.26u,mos_tt,0.3500,0.6000,3.628389e-05,6.153344e-04,2.759509e-05,2.071110e-14,16.958887,22.298692,4.728552e+09,0.2489,0.1011
nmos,0.26u,mos_tt,0.3700,0.6000,5.001903e-05,7.657381e-04,3.461749e-05,2.171880e-14,15.308935,22.119978,5.611314e+09,0.2489,0.1211
nmos,0.26u,mos_tt,0.3900,0.6000,6.691342e-05,9.307808e-04,4.206854e-05,2.259920e-14,13.910226,22.125341,6.555027e+09,0.2489,0.1411
nmos,0.26u,mos_tt,0.4100,0.6000,8.725026e-05,1.109210e-03,4.991911e-05,2.335610e-14,12.712971,22.220148,7.558465e+09,0.2489,0.1611
nmos,0.26u,mos_tt,0.4300,0.6000,1.112818e-04,1.299303e-03,5.818051e-05,2.400520e-14,11.675791,22.332272,8.614404e+09,0.2489,0.1811
nmos,0.26u,mos_tt,0.4500,0.6000,1.392224e-04,1.499081e-03,6.688494e-05,2.456560e-14,10.767527,22.412833,9.712205e+09,0.2489,0.2011
nmos,0.26u,mos_tt,0.4700,0.6000,1.712451e-04,1.706491e-03,7.607500e-05,2.505530e-14,9.965196,22.431692,1.083988e+10,0.2489,0.2211
nmos,0.26u,mos_tt,0.4900,0.6000,2.074820e-04,1.919503e-03,8.579939e-05,2.548940e-14,9.251419,22.371989,1.198531e+10,0.2489,0.2411
nmos,0.26u,mos_tt,0.5100,0.6000,2.480252e-04,2.136164e-03,9.611208e-05,2.588030e-14,8.612689,22.225760,1.313667e+10,0.2489,0.2611
nmos,0.26u,mos_tt,0.5300,0.6000,2.929286e-04,2.354625e-03,1.070733e-04,2.623780e-14,8.038222,21.990776,1.428284e+10,0.2489,0.2811
nmos,0.26u,mos_tt,0.5500,0.6000,3.422102e-04,2.573153e-03,1.187518e-04,2.656920e-14,7.519218,21.668328,1.541371e+10,0.2489,0.3011
nmos,0.26u,mos_tt,0.5700,0.6000,3.958547e-04,2.790135e-03,1.312266e-04,2.688040e-14,7.048382,21.261962,1.651998e+10,0.2489,0.3211
nmos,0.26u,mos_tt,0.5900,0.6000,4.538156e-04,3.004089e-03,1.445900e-04,2.717550e-14,6.619625,20.776603,1.759363e+10,0.2489,0.3411
nmos,0.26u,mos_tt,0.6100,0.6000,5.160182e-04,3.213659e-03,1.589495e-04,2.745760e-14,6.227802,20.218113,1.862762e+10,0.2489,0.3611
nmos,0.26u,mos_tt,0.6300,0.6000,5.823620e-04,3.417623e-03,1.744289e-04,2.772910e-14,5.868554,19.593215,1.961591e+10,0.2489,0.3811
nmos,0.26u,mos_tt,0.6500,0.6000,6.527231e-04,3.614893e-03,1.911688e-04,2.799150e-14,5.538172,18.909430,2.055367e+10,0.2489,0.4011
nmos,0.26u,mos_tt,0.6700,0.6000,7.269577e-04,3.804519e-03,2.093263e-04,2.824600e-14,5.233481,18.175064,2.143695e+10,0.2489,0.4211
nmos,0.26u,mos_tt,0.6900,0.6000,8.049039e-04,3.985685e-03,2.290728e-04,2.849340e-14,4.951753,17.399207,2.226275e+10,0.2489,0.4411
nmos,0.26u,mos_tt,0.7100,0.6000,8.863851e-04,4.157712e-03,2.505914e-04,2.873410e-14,4.690638,16.591599,2.302910e+10,0.2489,0.4611
nmos,0.26u,mos_tt,0.7300,0.6000,9.712124e-04,4.320052e-03,2.740737e-04,2.896870e-14,4.448102,15.762373,2.373450e+10,0.2489,0.4811
nmos,0.26u,mos_tt,0.7500,0.6000,1.059187e-03,4.472289e-03,2.997155e-04,2.919730e-14,4.222379,14.921781,2.437852e+10,0.2489,0.5011
nmos,0.26u,mos_tt,0.7700,0.6000,1.150104e-03,4.614125e-03,3.277128e-04,2.942020e-14,4.011920,14.079783,2.496111e+10,0.2489,0.5211
nmos,0.26u,mos_tt,0.7900,0.6000,1.243752e-03,4.745377e-03,3.582576e-04,2.963740e-14,3.815372,13.245712,2.548301e+10,0.2489,0.5411
nmos,0.26u,mos_tt,0.8100,0.6000,1.339919e-03,4.865965e-03,3.915343e-04,2.984910e-14,3.631537,12.427941,2.594525e+10,0.2489,0.5611
nmos,0.26u,mos_tt,0.8300,0.6000,1.438391e-03,4.975902e-03,4.277164e-04,3.005530e-14,3.459353,11.633648,2.634941e+10,0.2489,0.5811
nmos,0.26u,mos_tt,0.8500,0.6000,1.538955e-03,5.075286e-03,4.669632e-04,3.025630e-14,3.297878,10.868707,2.669715e+10,0.2489,0.6011
nmos,0.26u,mos_tt,0.8700,0.6000,1.641402e-03,5.164281e-03,5.094183e-04,3.045200e-14,3.146262,10.137604,2.699070e+10,0.2489,0.6211
nmos,0.26u,mos_tt,0.8900,0.6000,1.745526e-03,5.243117e-03,5.552072e-04,3.064250e-14,3.003746,9.443532,2.723237e+10,0.2489,0.6411
nmos,0.26u,mos_tt,0.9100,0.6000,1.851127e-03,5.312069e-03,6.044365e-04,3.082810e-14,2.869640,8.788465,2.742440e+10,0.2489,0.6611
nmos,0.26u,mos_tt,0.9300,0.6000,1.958009e-03,5.371455e-03,6.571933e-04,3.100870e-14,2.743325,8.173326,2.756948e+10,0.2489,0.6811
nmos,0.26u,mos_tt,0.9500,0.6000,2.065985e-03,5.421626e-03,7.135446e-04,3.118450e-14,2.624233,7.598160,2.767011e+10,0.2489,0.7011
